COD_ACCIDE;FechaDelAccidente;HoraDelAccidente;ClaseDelAccidente;SecuenciaAccidente;CantidadDeFallecidos;CantidadDeLesionados;Direccion;LugarReferencia;y;x;CondClimatica;CausaFactorPrincipal;CausaEspecifica;OtraCausa;Observaciones
A-2023-08-27;07/08/2023;18:30;DESPISTE;DESPISTE SEGUIDO DE VOLCADURA;2;2;CARRETERA  RED VIAL  QUILLABAMBA  - CUSCO. TRAMO  HUYRO  - ABRA MALAGA - SECTOR  DENOMINADO ABRA MALAGA  . ALTURA DEL KM. 133 400 ;ABRA MALAGA KM 133 400;-13.136589;-72.303553;NIEBLA;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR);EXCESO DE CONFIANZA;NINGUNO
A-2023-08-28;12/08/2023;23:00;CHOQUE;-;1;0;CARRETERA PANAMERICANA SUR KM 449.600;-;-14.8394228;-74.9423241;DESPEJADO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA;;
A-2023-08-29;13/08/2023;02:00;DESPISTE;VOLCADURA;3;2;VIA PENETRACION. EN LA QUEBRADA DE HONDA DEL ANEXO DE COMULLA;A MEDIA HORA DE OTOCA;-14.51866584;-74.7519429356811;NUBLADO;NO IDENTIFICA LA CAUSA;;;
A-2023-08-3;08/08/2023;09:00;CHOQUE;CHOQUE, DESPISTE, VOLCADURA, CHOQUE, ;3;1;KM. 87.200 CARRETERA AREQUIPA- PUNO;;-16.089422;-71.599746;DESPEJADO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA;;SIN OBSERVACIONES
A-2023-08-30;18/08/2023;20:30;ATROPELLO;-;1;0;CARRETERA PANAMERICA SUR KM 399.800;PUENTE DE PALPA;-14.531977;-75.190298;DESPEJADO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA;;
A-2023-08-31;19/08/2023;02:30;DESPISTE;VOLCADURA;13;5;CARRETERA LOS LIBERTADORES KM 122. 500; A15 MIN DE  HUAYTARA;-13.607447;-75.322182;DESPEJADO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA;;
A-2023-08-32;20/08/2023;14:00;DESPISTE;VOLCADURA;1;0;PAMPA DE OCUACAJE ;CASERIO CHACALTANA;-14.352133;-75.703062;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2023-08-33;23/08/2023;19:45;CHOQUE;-;1;1;CARRETERA PANAMERICANA SUR KM 450.;FRENTE DE CANCHA SINTETICA ;-14.848469;-74.950771;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;INVASIÓN DE CARRIL;;
A-2023-08-34;10/08/2023;19:30;DESPISTE;DESPISTE Y CHOQUE ;1;0;CARRETERA CATAC - RECUAY ;ALTURA DEL ARCO INGRESO A LA PROVINCIA DE RECUAY;-9.8028391;-77.434473;DESPEJADO;IMPERICIA DEL CONDUCTOR;;;NINGUNA
A-2023-08-35;17/08/2023;20:00;DESPISTE;DESPISTE Y VOLCADURA;1;0;ACZO - LLAMELLIN;LUGAR DENOMINADO MARLI;-9.116317957;-77.0125629805175;DESPEJADO;NO IDENTIFICA LA CAUSA;;;NINGUNA
A-2023-08-36;05/08/2023;23:28;CHOQUE;-;1;8;ANTIGUA CARRETERA PANAMERICANA SUR KM 199;-;-13.4315352;-76.1342918;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;INVASIÓN DE CARRIL;;
A-2023-08-37;05/08/2023;23:40;DESPISTE;VOLCADURA;1;0;CARRETERA HACIA EL CENTRO POBLADO SAN JOSE;-;-13.504739;-76.06495;DESPEJADO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA;;
A-2023-08-38;18/08/2023;18:30;CHOQUE FUGA;CHOQUE FRONTAL, CAIDA DE CONDUCTORES Y OCUPANTES;1;2;CARRETERA FERNANDO BELAUNDE TERRRY KM 224 476;GRIFO LUCIONO;-5.738525;-78.46117;DESPEJADO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA;;AÚN SE CUENTA EN PROCESO DE INVESTIGACIÓN POR MOTIVOS QUE ESTA REGPOL AMAZONAS NO CUENTA CON LA SECCIÓN DE PERITAJE DE DAÑOS Y FALTAN ALGUNAS DILIGENCIAS POR REALIZAR
A-2023-08-39;23/08/2023;17:40;DESPISTE;DESPISTE SEGUIDO VOLCADURA ;1;0;RED VIAL DEPARTAMENTAL SICUANI - MARCAPATA. ALTURA DEL KM. 08 500 DEL SECTOR DENOMINADO PALCHAMOCCO DE LA COMUNIDAD CAMPESINA DE CCANCCAHUA.;COMUNIDAD CAMPESINA CCANCCAHUA;-14.113432;-71.144355;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR);DEATENCION DEL CONDUCTOR AL OPERAR LA MAQUINARIA ;NINGUNO
A-2023-08-4;07/08/2023;10:30;DESPISTE;DESPISTE, VOLCADURA CONSECUENCIA FATAL Y DAÑOS MATERIALES;6;3;KM. 226.208 CARRETERA PANAMERICANA;CHIVAY;-15.679615;-71.588158;SOLEADO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA;;SIN OBSERVACIONES
A-2023-08-40;05/08/2023;16:50;DESPISTE;DESPISTE SEGUIDO DE VOLCADURA ;3;0;RED VIAL NACIONAL LONGITUDINAL CHALLHUAHUACHO - UMACHIRI (AYAVIRI) TRAMO PUENTE RIO SALADO - HECTOR TEJADA (PALLPATA) ALTURA DEL KM.  233 400 EN EL SECTOR DE CCAQUENCURA DE LA COMUNIDAD CAMPESINA HUANCANE BAJO DEL DISTRITO Y PROVINCIA DE ESPINAR - CUSCO.;SECTOR DE CCAQUENCURA DE LA COMUNIDAD CAMPESINA HUANCANE BAJO ;-14.802238;-71.350976;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;FATIGA Y/O CANSANCIO;;NINGUNO
A-2023-08-41;11/08/2023;18:41;ATROPELLO;ATROPELLO CON PROYECCION ;1;1;RED VIAL NACIONAL LONGITUDINAL LA OROYA - PUENTE DESAGUADERO. TRAMO COMPRENDIDO ENTRE ANDAHUAYLILLAS - HUARO. ALTURA DEL KM.1011 800 SECTOR ETS-PNP PUCUTO DE LA COMUNIDAD DE PUCUTO DEL DISTRTITO DE HUARO PROVINCIA DE QUISPICANCHIDEPARTAMENTO DE CUSCO;FRONTIS DE LA ESCUELA SUPERIOR PNP PUCUTO;-13.681952;-71.656624;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD;;NINGUNO
A-2023-08-42;17/08/2023;03:00;ATROPELLO FUGA;VEHICULO PARTICPANTE SE DIO A LA FUGA;1;0;RED VIAL REGIONAL PACHAR - IZCUCHACA  ALTURA DEL KM 03. TRAMO COMPRENDIDO ENTRE HUAROCONDO - IZCUCHACA. COMUNIDAD CAMPESINA DE MOSOQLLACTA;COMUNIDAD CAMPESINA MOSOQLLACTA;-13.453967;-72.172408;DESPEJADO;IMPRUDENCIA DEL PEATÓN;ESTADO DE EBRIEDAD Y/O DROGADICCIÓN;;NINGUNO
A-2023-08-43;20/08/2023;19:10;ATROPELLO;ATROPELLO CON PROYECCION;1;0;VIA NACIONA CUSCO ABANCAY ALTURA DEL COLISEO DE LA  MUNICIPALIDAD PROVINCIAL DE ANTA.;COLISEO DE LA MUNICIPALIDAD DE ANTA;-13.466273;-72.139682;DESPEJADO;NEGLIGENCIA DEL CONDUCTOR;OTRO (NEGLIGENCIA DEL CONDUCTOR);CONDUCCION HACIENDO USO DEL APARATO CELULAR ;NINGUNO
A-2023-08-44;27/08/2023;17:20;DESPISTE;VOLCADURA;1;0;CARRETERA CHHANGUILLO  KM 28- PUERTO CABALLA; SECTOR DENOMINADO MAL PASO;-14.663484;-75.225382;DESPEJADO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA;;
A-2023-08-45;27/08/2023;15:30;CHOQUE;;1;0;KM. 24.400;VIA COSTANERA CAMANA;-16.700737;-72.455305;SOLEADO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA;;SIN OBSERVACIONES
A-2023-08-46;10/08/2023;19:13;ATROPELLO;.;1;0;CARRETERA PANAMERICANA NORTE KM 273;FRONTIS DE LA CASETA SENASA - EX COMPLEJO MIGRACIONES. ;-3.485689527;-80.26095216958024;DESPEJADO;IMPRUDENCIA DEL PEATÓN;ESTADO DE EBRIEDAD Y/O DROGADICCIÓN;;
A-2023-08-47;10/08/2023;11:00;DESPISTE;DESPISTE Y VOLCADURA ;2;1;CARRETERA VECINAL COMUNIDAD YANQUE-COLQUEMARCA;SECTOR GRANJA;-14.23558451;-72.01376105569636;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD;;NINGUNO
A-2023-08-48;31/08/2023;03:00;DESPISTE;DESPISTE  Y VOLCADURA;1;0;CARRETERA DE LA COMUNIDAD CAMPESINA DE HUAYLLAPATA. DISTRITO DE HUANCARANI. PROVINCIA DE PAUCARTAMBO Y DPTO. DEL CUSCO.;;-13.507493;-71.694943;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;FATIGA Y/O CANSANCIO;;NINGUNO
A-2023-08-49;18/08/2023;15:20;CHOQUE;CHOQUE SEGUIDO DE VOLCADURA ;1;1;CARRETERA VECINAL COMUNIDAD TOTORA-CCORCCA;KM 20 030;-13.57373046;-72.0708120660588;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD;;NINGUNO
A-2023-08-5;04/08/2023;07:00;CHOQUE;-;1;1;CARRETERA PANAMERICA SUR KM 437;A 2KM AL NORTE DEL PEAJE;-14.783702;-75.026913;DESPEJADO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA;;
A-2023-08-50;09/08/2023;11:00;ATROPELLO FUGA;-;1;0;INTERSECCION DE LA AV. INDOAMERICANA Y LA AV. JOSE GABRIEL CONDORCANQUI;-;-8.062354;-79.052461;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2023-08-51;10/08/2023;17:00;ATROPELLO;-;1;0;CARRETERA PANAMERICANA NORTE ALTURA DEL KM. 554.9;-;-8.185764356;-78.98288525198979;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2023-08-52;12/08/2023;22:30;DESPISTE;EL VEHÍCULO CATG. L3, CARROCERÍA MOTOCICLETA DE PLACA DE RODAJE 3779-2F, SE DESPLAZABA POR LA CALZADA ESTE DE LA CARRETERA PANAMERICANA NORTE, Y EN SENTIDO DE SUR A NORTE, AL LLEGAR AL KM. 138.165.30, SE DESPISTA HACIA EL GUARDAVIAS DEL LADO ESTE, FALLECIENDO EN EL ACTO;1;0;CARRETERA PANAMERICANA NORTE;KM. 138.165.30;-11.1954;-77.56842;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN;;NINGUNA
A-2023-08-53;13/08/2023;01:00;CHOQUE;-;1;0;CARRETERA PANAMERICANA NORTE ALTURA DEL KM. 580;-;-8.0329711;-79.0804674;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN;;
A-2023-08-54;13/08/2023;04:40;ATROPELLO FUGA;-;1;0;CARRETERA PANAMERICANA NORTE ALTURA DEL KM. 695;-;-7.310491;-79.480824;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2023-08-55;16/08/2023;15:30;ATROPELLO;-;1;0;AV. JOSE GABRIEL CONDORCANQUI FRENTE A LA FABRICA DE HIELO;-;-8.088121751;-79.04217512570484;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2023-08-56;18/08/2023;09:00;ATROPELLO FUGA;-;1;0;CARRETERA PANAMERICANA NORTE ALTURA DEL KM. 696;-;-7.2212559;-79.4367383;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2023-08-57;19/08/2023;11:20;CHOQUE;-;1;6;CARRETERA DE PENETRACION A LA SIERRA LIBERTEÑA ALTURA DEL KM. 139.2;-;-7.980411;-78.23678;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2023-08-58;20/08/2023;22:30;ATROPELLO;-;1;0;CARRETERA PANAMERICANA NORTE ALTURA DEL KM. 529;-;-8.381431;-78.857272;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2023-08-59;21/08/2023;13:00;ATROPELLO;-;1;0;CARRETERA PANAMERICANA NORTE ALTURA DEL KM. 560.9;-;-8.138208;-79.015506;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2023-08-6;07/08/2023;08:30;CHOQUE;-;1;0;ANTIGUA CARRETERA PANAMERICA SUR  KM 229;ALTURA DEL GRIFO PETRO AMERICA;-13.69909139;-76.15195586319028;DESPEJADO;IMPERICIA DEL CONDUCTOR;;;
A-2023-08-60;24/08/2023;20:30;DESPISTE;-;1;3;CARRETERA CARROZABLE S/N CASERIO NAUBAMBA;-;-7.814124697;-78.43235380456227;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2023-08-61;25/08/2023;22:15;CHOQUE;-;2;1;CARRETERA PANAMERICANA NORTE ALTURA DEL KM. 547.7;-;-8.233038;-78.943466;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR);SIN EL DEBIDO CUIDADO Y PREVENCION Y A UNA VELOCIDAD EXCESIVA;
A-2023-08-62;29/08/2023;01:00;CHOQUE;-;2;6;CARRETERA PANAMERICANA NORTE ALTURA DEL KM. 655.5;-;-7.511729;-79.403963;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;FATIGA Y/O CANSANCIO;;
A-2023-08-63;30/08/2023;22:30;CHOQUE;-;1;0;CARRETERA PANAMERICANA NORTE ALTURA DEL KM. 559;-;-8.163953;-79.009976;DESPEJADO;NO IDENTIFICA LA CAUSA;;;
A-2023-08-64;21/08/2023;02:20;CHOQUE;-;3;3;CARRETERA  CALZADA SORITOR KM 8 50;GRANJA DON POLLO;-6.093996;-77.087282;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN;;
A-2023-08-65;28/08/2023;19:15;CHOQUE;-;1;1;CARRETERA FERNANDO BELAUNDE TERRY KM 429 950;-;-5.797532;-77.408875;DESPEJADO;IMPERICIA DEL CONDUCTOR;;;SE INVESTIGA
A-2023-08-66;31/08/2023;19:10;ATROPELLO;-;1;0;CARRETERA FERNANDO BELAUNDE TERRY KM 455 900;-;-5.992158;-77.278982;DESPEJADO;IMPRUDENCIA DEL PEATÓN;OTRO (IMPRUDENCIA DEL PEATÓN);;SE INVESTIGA
A-2023-08-68;01/08/2023;05:30;ATROPELLO FUGA;-;1;0;KM 06 347;-;-14.45307425;-70.09179431992087;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR);VEHICULO FUGADO ;NINGUNA
A-2023-08-69;04/08/2023;23:45;CHOQUE;VOLCADURA ;1;0;KM 34 500;-;-15.28878438;-69.94655328716178;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;INVASIÓN DE CARRIL;;NINGUNA 
A-2023-08-7;09/08/2023;11:00;ATROPELLO;-;1;0;C. P. SURN KM 301- ICA;ALTURA SHALOM ;-14.06531158;-75.74055852250488;DESPEJADO;IMPRUDENCIA DEL PEATÓN;CRUCE INDEBIDO POR LA CALZADA;;
A-2023-08-71;06/08/2023;09:30;ATROPELLO;-;1;0;KM 55 12;-;-15.088072;-69.817338;DESPEJADO;IMPRUDENCIA DEL PEATÓN;CRUCE INDEBIDO POR LA CALZADA;;NINGUNA 
A-2023-08-72;06/08/2023;18:00;ATROPELLO;-;1;0;KM 1321 548;-;-15.54788451;-70.10948559423828;DESPEJADO;IMPRUDENCIA DEL PEATÓN;CRUCE INDEBIDO POR LA CALZADA;;NINGUNA 
A-2023-08-73;06/08/2023;17:30;ATROPELLO;-;1;0;KM 1331 000;-;-15.6312643;-70.0863127;DESPEJADO;IMPRUDENCIA DEL PEATÓN;CRUCE INDEBIDO POR LA CALZADA;;NINGUNA 
A-2023-08-74;07/08/2023;15:00;ATROPELLO;CAIDA ;1;0;JR REVOLUCION CON AV INDEPENDENCIA ;-;-15.47718807;-70.13652292797858;DESPEJADO;IMPRUDENCIA DEL PEATÓN;CRUCE INDEBIDO POR LA CALZADA;;NINGUNA 
A-2023-08-76;14/08/2023;06:30;ATROPELLO FUGA;-;1;0;KM 1283 507;-;-15.28008479;-70.25835701403417;SOLEADO;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR);VEHICULO FUGADO;FUGADO 
A-2023-08-77;20/08/2023;15:30;ATROPELLO FUGA;ATROPELLO DE PEATÓN, FUGA DEL CONDUCTOR Y VEHÍCULO;1;0;CARRETERA FERNANDO BELAÚNDE TERRY KM 244 76;;-5.816503;-78.312683;SOLEADO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA;;SE EN CUENTRA EN PROCESO DE INVESTIGACIÓN POR FALTA DE RESULTADO DE PERICIA DE CONSTATACIÓN DE DAÑO ENTRE OTRAS DILIGENCIAS.
A-2023-08-78;25/08/2023;04:30;DESPISTE;DESPISTE, VOLCADURA Y CAIDA DE OCUPANTE;1;0;TROCHA CARROSABLE EL SALADO;EL ACCIDENTE SE SUSCITO EN UNA TROCHA CARROSABLE QUE PARTE DE LA CARRETERA FERNANDO BELAÚNDE TERRY KM 253 265.50;-5.836981;-78.241441;DESPEJADO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA;;EL PERITO TODAVÍA NO HA DETERMINADO LAS CAUSAS POR FALTA DE PERITAJE DE DAÑOS ENTRE OTRAS DILIGENCIAS 
A-2023-08-8;05/08/2023;23:25;CHOQUE;;1;3;CARRETERA COSTANERA MOLLENDO MATARANI;;-16.997859;-72.03163;DESPEJADO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA;;SIN OBSERVACIONES
A-2023-08-80;19/08/2023;05:10;CHOQUE;POR EMBISTE CENTRI IZQUIERDO;2;6;CARRETERA PANAMERICANA SUR KM 182 900;-;-13.386086;-76.202713;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;INVASIÓN DE CARRIL;;
A-2023-08-81;19/08/2023;15:20;ATROPELLO;SUBSECUENTE MUERTE DE MENOR;1;0;CALLE 17 DE OCTUBRE-PUNCHANA;ALTURA DEL PUERTO MOROCHITA;-3.720048;-73.23984;SOLEADO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA;;LOS ACTUADOS FUERON REMITIDOS A FISCALIA DE TURNO
A-2023-08-82;10/08/2023;07:00;DESPISTE;DESPISTE- VOLCADURA ;1;0;AV. JOSE AGUILAR SANTIESTEBAN.A LTURA DE LA FERRTERIA ORO NEGRO - URB LIMA LINDA ;;-5.149425;-80.661211;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD;;
A-2023-08-84;31/08/2023;04:00;VOLCADURA;-;1;0;KM 81 820;-;-14.7190732;-70.36096;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;INVASIÓN DE CARRIL;;NINGUNA 
A-2023-08-85;01/08/2023;11:10;CHOQUE;VOLCADURA Y CAÍDA ;1;0;AV. UNIVERSITARIA CDRA 96 ;REF. ALT PARADERO LA ALBORADA DEL METROPOLITANO ;-11.9111118;-77.0456108;DESPEJADO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA;;
A-2023-08-86;04/08/2023;06:40;CHOQUE;VOLCADURA Y CAÍDA;1;0;INTERSECCION DE LA AV. PACHACUTEC CON AV. EL SOL;;-12.19513605;-76.93483296;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD;;
A-2023-08-87;07/08/2023;00:45;ATROPELLO FUGA;FATAL;1;0;PANAMERICANA NORTE KM. 22;;-11.938314;-77.071641;DESPEJADO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA;;
A-2023-08-88;07/08/2023;06:50;ATROPELLO;FATAL;1;0;PANAMERICANA SUR KM. 25.500 ;;-12.254212;-76.924951;DESPEJADO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA;;
A-2023-08-89;06/08/2023;20:20;ATROPELLO;VOLCADURA;1;0;AV. NICOLAS AYLLON CDRA. 32 CON LA AV.LA MAR CDRA.01;;-12.05378017;-76.96227819;DESPEJADO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA;;
A-2023-08-9;07/08/2023;08:40;ATROPELLO;ATROPELLO;1;0;INTERSECCION AV. PRO HOGAR CON CALLE JORGE CHAVEZ;;-16.3937258;-71.5209207;DESPEJADO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA;;SN OBSERVACIONES
A-2023-08-90;07/08/2023;22:20;VOLCADURA;DESPISTE Y CAÍDA FATAL;1;1;AV. 28 DE JULIO CDRA.09 ;FRENTE AL BANCO DE LA NACION;-12.06408577;-77.03599514;DESPEJADO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA;;
A-2023-08-91;09/08/2023;16:15;CHOQUE;FATAL;1;0;AV. MANCO CAPAC C-16 ALT INTERSECCION CON JIRON ALEXANDER VON HUMBOLT;;-12.06591764;-77.0289471205931;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;OTRO (IMPRUDENCIA DEL CONDUCTOR);CONTRIBUTIVA IMPRUDENCIA DEL CONDUCTOR DE LA BICICLETA;CAUSA PRELIMINAR PRINCIPAL IMPRUDENCIA DEL CONDUCTOR DEL ÓMNIBUS
A-2023-08-92;09/08/2023;19:10;ATROPELLO;;1;0;AV CAMINO REAL ;REF . FRONTIS DEL INMUEBLE ASIGNADA CON MZ D- LT 16;-11.88095939;-77.02393787;DESPEJADO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA;;
A-2023-08-93;11/08/2023;09:25;ATROPELLO;FATAL;1;0;AV. TINGO MARIA CDRA. 12 CON INTERSECCION DEL JR. CASTRORREYNA;;-12.06113015;-77.05892623;DESPEJADO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA;;
A-2023-08-94;13/08/2023;05:00;CHOQUE;FATAL;1;0;CARRETERA CENTRAL KM.12.200;FRENTE A PLAZA CENTRO MASISA;-12.011613;-76.876304;DESPEJADO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA;;
A-2023-08-95;14/08/2023;06:00;ATROPELLO;;1;0;PROLONGACIÓN ANDAHUAYLAS  CDRA 02;;-12.06071248;-77.02647054;DESPEJADO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA;;
A-2023-08-96;14/08/2023;23:30;CHOQUE;FATAL;1;0;AV. JORGE CHAVEZ CON LA A.V MARISCAL LA MAR ;INTERSECCIÓN;-12.19676413;-76.93102825;DESPEJADO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA;;
A-2023-08-97;16/08/2023;15:40;CHOQUE;ATROPELLO FATAL;1;0;VIA EVITAMIENTO ALTUREA DEL PUENTE PEATONAL PRIMAVERA 5.452;;-12.03279648;-77.00686784;DESPEJADO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA;;
A-2023-08-98;17/08/2023;11:45;ATROPELLO;POR APLASTAMIENTO;1;0;AV. DEFENSORES DEL MORRO CDRA 05 ;REF. FRONTIS DE LA MUNICIPALIDAD DE CHORRILLOS ;-12.16908081;-77.02416704;DESPEJADO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA;;
A-2023-08-99;18/08/2023;21:30;DESPISTE;CHOQUE CON OBJETO FIJO;1;0;ANTIGUA CARRETERA PANAMERICANA SUR KM 36.000- LURIN;;-12.30408959;-76.84316617;DESPEJADO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA;;
A-2023-09-1;03/09/2023;14:30;CHOQUE FUGA;SEGUIDO DE DESPÍSTE CON CONSECUENCIA FATAL, LESIONES PERSONALES Y DAÑOS MATERIALES;1;1;CARRETERA HUARAZ CARAZ ;ALTURA DEL SECTOR DE MITAPAMPA-MANCOS;-9.2086436;-77.6912474;DESPEJADO;NO IDENTIFICA LA CAUSA;;;NINGUNA
A-2023-09-10;02/09/2023;06:15;CHOQUE;CHOQUE, SEGUIDO DE DESPISTE Y VOLCADURA ;2;0;RED VIAL NACIONAL TRANVERSAL CUSCO - PISAC. TRAMO MIRADOR CCORAO - COMUNIDAD CCORAO.;SECTOR SAQRAYOC;-13.48731054;-71.9180115647935;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;FATIGA Y/O CANSANCIO;;NINGUNA
A-2023-09-101;17/09/2023;02:00;DESPISTE;VOLCADURA;2;10;CARRETERA LA OROYA - AYACUCHO;KM175 100;-12.3888271;-75.05701122139159;DESPEJADO;NEGLIGENCIA DEL CONDUCTOR;CONDUCIR CON FALLAS DE FRENOS;;
A-2023-09-102;18/09/2023;01:30;DESPISTE;VOLCADURA;24;21;CARRETERA AYACUCHO - LA OROYA ;KM 256;-12.588878;-74.68519139948599;DESPEJADO;EN PROCESO DE INVESTIGACIÓN;NO CUENTA CON CAUSA ESPECIFICA;;
A-2023-09-103;17/09/2023;07:30;DESPISTE;DESPSTE SEGUIDO DE CAIDA;1;0;AV. ARBORIZACION;CURVA DE LA DISCOTECA BELLAQUEO;-8.3696889;-74.5670002;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN;;ACCIDENTE DE TRANSITO DESPISTE POR LA TOTAL IMPRUDENCIA DEL CONDUCTOR LUIS PADDILLA GRANDEZ AL CONDUCIR SU VEHICULO BAJO LA INFLUENCIA DE ALCOHOL EN PROPORCION DE 2.09 GR/LT.
A-2023-09-104;24/09/2023;19:20;ATROPELLO;MUERTE Y DAÑOS MATERIALES;1;0;CARRETERA FEDERICO BASADRE KM. 19.00;;-8.420946;-74.694917;DESPEJADO;IMPRUDENCIA DEL PEATÓN;OTRO (IMPRUDENCIA DEL PEATÓN);NO HACER USO CORRECTO DE LA VIA;S/O
A-2023-09-105;08/09/2023;14:40;CHOQUE;;6;14;CARRETERA CENTRAL LA OROYA-CERRO DE PASCO KM. 35 700;;-11.29547104;-75.9110748227024;DESPEJADO;IMPRUDENCIA DEL CONDUCTOR;ADELANTAR INDEBIDAMENTE;;NINGUNO
