Codigo_Unico;UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;LATITUD;LONGITUD;nombre_establecimiento;Direccion;Categoria;Competencia_Via;Competencia Administrativa;Siniestros_fatales
25139;230101;TACNA;TACNA;TACNA;-18.01367714;-70.24865923;HARMONY  CENTRO ODONTOLOGICO ESPECIALIZADO.;AVENIDA BOLOGNESI NUMERO 508 PISO 2 DISTRITO TACNA PROVINCIA TACNA DEPARTAMENTO TACNA;I-3;DISTRITAL;PROVINCIAL;0
18531;150132;LIMA;LIMA;SAN JUAN DE LURIGANCHO;-12.003114;-77.0029817;CONSULTORIO OBSTETRICO ECOGRAFICO RENACER SALUD;AVENIDA AV. 13 DE ENERO 1783, URB. LAS FLORES 78 LA BASILIA DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA;I-1;PROVINCIAL;DISTRITAL;0
18320;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;-6.78368661;-79.8491954;CENTRO MEDICO DELGADO;OTROS URBANIZACION LOS JARDINES DE SANTA ROSA MZB LOT 11 DISTRITO CHICLAYO PROVINCIA CHICLAYO DEPARTAMENTO LAMBAYEQUE;I-3;DISTRITAL;PROVINCIAL;0
18876;120101;JUNIN;HUANCAYO;HUANCAYO;-12.0660133;-75.20664129;CENTRO PSICOLOGICO - PSICOPEDAGAìGICO VIRGEN DE GUADALUPE;AVENIDA AVENIDA FERROCARRIL N¬∞ 748 DISTRITO HUANCAYO PROVINCIA HUANCAYO DEPARTAMENTO JUNIN;I-1;DISTRITAL;PROVINCIAL;0
18438;240101;TUMBES;TUMBES;TUMBES;-3.5037058;-80.3909164;CENTRO DE SALUD - E.P. TUMBES-ORN-INPE;OTROS PANAMERICANA NORTE CRUCE CON PUERTO PIZARRO DISTRITO TUMBES PROVINCIA TUMBES DEPARTAMENTO TUMBES;I-2;DISTRITAL;PROVINCIAL;0
16845;200101;PIURA;PIURA;PIURA;-5.1904581;-80.6500332;"CONSULTORIO OBSTETRICO ""LA PRIMAVERA""";OTROS AA.HH LA PRIMAVERA MZ. D-1 LT.11 DISTRITO CASTILLA PROVINCIA PIURA DEPARTAMENTO PIURA;I-1;DISTRITAL;PROVINCIAL;0
16617;40101;AREQUIPA;AREQUIPA;AREQUIPA;-16.39730213;-71.54678259;CONSULTORIO DENTAL SAN JOSE SAC;AVENIDA AV. ABELARDO QUINONES B-5 YANAHUARA MAGISTERIAL SEGUNDA ETAPA DISTRITO YANAHUARA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-1;PROVINCIAL;PROVINCIAL;0
16463;70106;CALLAO;CALLAO;VENTANILLA;-11.93756499;-77.11557782;CONSULTORIOS MEDICOS MILDRED;AVENIDA AV. AYACUCHO MZA. D1 - LOTE 13 MI PERU DISTRITO VENTANILLA PROVINCIA CALLAO DEPARTAMENTO CALLAO;I-2;PROVINCIAL;DISTRITAL;0
25144;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;-6.2307854;-77.8728476;Consultorio OdontolA≥gico LA CARIES;ORTIZ ARRIETA NUMERO 700 PISO 1 DISTRITO CHACHAPOYAS PROVINCIA CHACHAPOYAS DEPARTAMENTO AMAZONAS;I-1;PROVINCIAL;PROVINCIAL;0
24497;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;-6.7700798;-79.8549907;"CENTRO ESPECIALIZADO DE SALUD MENTAL COMUNITARIA -  ""CHICLAYO""";"AVENIDA FERNANDO BELAUNDE TERRY ""L"" 15 EL INGENIERO CRUCE DE OVALO ENTRE ZARUMILLA Y BELAUNDE - FRENTE A PASAJE RAMAìN HERRERA. CHICLAYO CHICLAYO LAMBAYEQUE";I-2;DISTRITAL;PROVINCIAL;0
25198;140301;LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;-6.70213204;-79.91085983;"CENTRO MEDICO MILITAR ""DIVINO NIAëO DEL MILAGRO DE ETEN""";CALLE GRAU NUMERO S/N DISTRITO LAMBAYEQUE PROVINCIA LAMBAYEQUE DEPARTAMENTO LAMBAYEQUE;I-3;DISTRITAL;PROVINCIAL;0
29192;211101;PUNO;SAN ROMAN;JULIACA;-15.48900879;-70.16628113;CLINICA TRAUMATOLOGICA Y DE ESPECIALIDADES MEDICAS E.I.R.L.;ANJOLLANI PISO 1 MANZANA B LOTE 2 URBANIZACION COLLASUYO PUNO DISTRITO JULIACA PROVINCIA SAN ROMAN DEPARTAMENTO PUNO;I-3;DISTRITAL;PROVINCIAL;0
8378;150140;LIMA;LIMA;SANTIAGO DE SURCO;-12.1507658;-76.9886831;POLICLINICO PROCERES;"ALAMEDA MANUEL PEREZ TUDELA BLOCK ""D"" ""B"" DISTRITO SANTIAGO DE SURCO PROVINCIA LIMA DEPARTAMENTO LIMA";I-3;PROVINCIAL;DISTRITAL;0
23533;150135;LIMA;LIMA;SAN MARTIN DE PORRES;-12.01297799;-77.08008683;CONSULTORIO ODONTOLAìGICO NOVO MEDIC;AVENIDA UNIVERSITARIA NUMERO 1089 PISO 2 MANZANA W LOTE 8 URBANIZACION DANIEL ALCIDES CARRION DISTRITO SAN MARTIN DE PORRES PROVINCIA LIMA DEPARTAMENTO LIMA;I-1;PROVINCIAL;DISTRITAL;1
19908;40101;AREQUIPA;AREQUIPA;AREQUIPA;-16.40402627;-71.54977959;POLICLINICO ANGELES DE LA SALUD;CALLE CALLE ANTERO PERALTA A-10, URBANIZACION SAN JOSE - UMACOLLO DISTRITO AREQUIPA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-3;PROVINCIAL;PROVINCIAL;0
19531;40126;AREQUIPA;AREQUIPA;YANAHUARA;-16.39038301;-71.54076083;CONSULTORIO MEDICO ESPECIALIZADO EN PSIQUIATRIA;CALLE CALLE MISTI  121 SEGUNDO PISO OFICINA 9 DISTRITO YANAHUARA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-2;PROVINCIAL;DISTRITAL;0
2907;230111;TACNA;TACNA;LA YARADA LOS PALOS;-18.33541629;-70.39374416;PUESTO DE SALUD SANTA ROSA;OTROS BALNEARIO SANTA ROSA S/N LA YARADA LOS PALOS TACNA TACNA;I-1;PROVINCIAL;DISTRITAL;0
19736;70106;CALLAO;CALLAO;VENTANILLA;-11.83926165;-77.12545372;CONSULTORIO DENTAL SAGRADA FAMILIA;OTROS A. H. NUEVO PROGRESO MZ. P LT 18 2DO PISO DISTRITO VENTANILLA PROVINCIA CALLAO DEPARTAMENTO CALLAO;I-1;PROVINCIAL;DISTRITAL;0
9636;150130;LIMA;LIMA;SAN BORJA;-12.0998899;-77.0088721;FMC MEDICAL CENTER CENTRO DE DIAGNOSTICO S.A.C.;AVENIDA AV SAN BORJA SUR N∫ 237 DISTRITO SAN BORJA PROVINCIA LIMA DEPARTAMENTO LIMA;I-3;PROVINCIAL;DISTRITAL;0
26498;230101;TACNA;TACNA;TACNA;-18.01264985;-70.24716428;CONSULTORIO ODONTOLAìGICO INTERNACIONAL;AVENIDA BOLOGNESI NUMERO 677 PISO 3 DEPARTAMENTO 3013 DISTRITO TACNA PROVINCIA TACNA DEPARTAMENTO TACNA;I-1;DISTRITAL;PROVINCIAL;0
26599;40101;AREQUIPA;AREQUIPA;AREQUIPA;-16.3970256;-71.5338546;CONSULTORIO MEDICO DE MEDICINA INTERNA Y REUMATOLOGIA;CALLE SANTA MARTA NUMERO 104 DISTRITO AREQUIPA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-2;PROVINCIAL;PROVINCIAL;1
20447;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;-6.22973113;-77.86980516;CONSULTORIO DENTAL DEL PUEBLO;JR AMAZONAS N∫ 660 INTERIOR DISTRITO CHACHAPOYAS PROVINCIA CHACHAPOYAS DEPARTAMENTO AMAZONAS;I-1;PROVINCIAL;PROVINCIAL;0
26844;150117;LIMA;LIMA;LOS OLIVOS;-11.98209929;-77.07788742;MEDICENTRO DR. ALEX E. CCACHURA;AVENIDA UNIVERSITARIA PISO 1 MANZANA E LOTE 3 URBANIZACI? EL OLIVAR DISTRITO LOS OLIVOS PROVINCIA LIMA DEPARTAMENTO LIMA;I-2;PROVINCIAL;DISTRITAL;0
29488;150103;LIMA;LIMA;ATE;-12.0813556;-76.985729;CONSULTORIO MEDICO Y ODONTOLOGICO SABUME;AVENIDA CIRCUNVALACION NUMERO 2869 MANZANA O LOTE 12 URBANIZACION LOS RECAUDADORES DISTRITO ATE PROVINCIA LIMA DEPARTAMENTO LIMA;I-2;PROVINCIAL;DISTRITAL;0
25748;160101;LORETO;MAYNAS;IQUITOS;-3.7311528;-73.2602493;CENTRO DE ATENCIAìN IQUITOS - AHF PERU;PUTUMAYO NUMERO 1122 DISTRITO IQUITOS PROVINCIA MAYNAS DEPARTAMENTO LORETO;I-2;DISTRITAL;PROVINCIAL;0
25862;60801;CAJAMARCA;JAEN;JAEN;-5.7094412;-78.7986181;CONSULTORIO DENTAL NOVVADENT;CALLE SIMON BOLIVAR NUMERO 1462 PISO 2 URBANIZACION CENTRO JAEN DISTRITO JAEN PROVINCIA JAEN DEPARTAMENTO CAJAMARCA;I-2;PROVINCIAL;PROVINCIAL;0
13307;40110;AREQUIPA;AREQUIPA;MIRAFLORES;-16.3955181;-71.5093785;POSTA MEDICA SANTA RITA DE SIGUAS;CALLE CALLE AUGUSTO GUILARDI 405 DISTRITO SANTA RITA DE SIHUAS PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-2;PROVINCIAL;DISTRITAL;0
26091;30101;APURIMAC;ABANCAY;ABANCAY;-13.63809542;-72.88655121;CENTRO MEDICO PSICOSOMATICO SEAëOR DE LOS MILAGROS;URBANIZACION MZA. A LOTE. 10 URB. L.A. SANCHEZ (ESQ SINCHIROCA NUMERO 100 PISO 4 DISTRITO ABANCAY PROVINCIA ABANCAY DEPARTAMENTO APURIMAC;I-3;PROVINCIAL;PROVINCIAL;0
27300;150115;LIMA;LIMA;LA VICTORIA;-12.0618192;-77.0200119;Centro Odontologico D'REYES;AVENIDA 28 de Julio NUMERO 2093 PISO 1 DISTRITO LA VICTORIA PROVINCIA LIMA DEPARTAMENTO LIMA;I-1;PROVINCIAL;DISTRITAL;0
11858;170101;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;-12.59678036;-69.18622735;CONSULTORIO MEDICO SANTISIMA TRINIDAD E.I.R.L.;AVENIDA AV. FITZCARRALD N∫ 635 DISTRITO TAMBOPATA PROVINCIA TAMBOPATA DEPARTAMENTO MADRE DE DIOS;I-2;DISTRITAL;PROVINCIAL;0
26637;150143;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;-12.209676;-76.9041433;CONSULTORIO MEDICO TIANMEN;MOQUEGUA NUMERO 332 DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA;I-2;PROVINCIAL;DISTRITAL;0
26434;150113;LIMA;LIMA;JESUS MARIA;-12.0750295;-77.0435289;CENTRO ODONTOLOGICO DENTUM;AVENIDA GENERAL GARZON NUMERO 1438 PISO 2 DISTRITO JESUS MARIA PROVINCIA LIMA DEPARTAMENTO LIMA;I-3;PROVINCIAL;DISTRITAL;0
30223;211101;PUNO;SAN ROMAN;JULIACA;-15.4996879;-70.129653;"CENTRO DE SALUD MENTAL COMUNITARIO ""SAN ISIDRO LABRADOR""";JUAN VELASCO ALVARADO CON ATAHUALLPA NUMERO S/N URBANIZACION SAN ISIDRO DISTRITO JULIACA PROVINCIA SAN ROMAN DEPARTAMENTO PUNO;I-3;DISTRITAL;PROVINCIAL;0
27004;120101;JUNIN;HUANCAYO;HUANCAYO;-12.0686357;-75.2102976;CONSULTORIO - CENTRO REUMATOLOGICO MAYORCA;AVENIDA FRANCISCO SOLANO NUMERO 290 PISO 1 URBANIZACI? SAN CARLOS DISTRITO HUANCAYO PROVINCIA HUANCAYO DEPARTAMENTO JUNIN;I-2;DISTRITAL;PROVINCIAL;0
26974;200101;PIURA;PIURA;PIURA;-5.1782884;-80.6548882;CENTRO ODONTOLOGICO FISIO DENT;AVENIDA GRAU NUMERO 1898 MANZANA B LOTE 11 URBANIZACION GRAU DISTRITO PIURA PROVINCIA PIURA DEPARTAMENTO PIURA;I-1;DISTRITAL;PROVINCIAL;0
24755;70106;CALLAO;CALLAO;VENTANILLA;-11.87322348;-77.12583471;POLICLINICO SANTA LUCIA;AVENIDA PEDRO BELTRAN NUMERO 165 PISO 1 MANZANA V-7 LOTE 18 URBANIZACION SATELITE DISTRITO VENTANILLA PROVINCIA CALLAO DEPARTAMENTO CALLAO;I-3;PROVINCIAL;DISTRITAL;0
26364;40107;AREQUIPA;AREQUIPA;JACOBO HUNTER;-16.42399586;-71.54379017;Rose Dental Consultorio OdontolA≥gico;AVENIDA JAVIER PAâREZ DE CUELLAR NUMERO 218 PISO 1 MANZANA A LOTE 19 URBANIZACION TERMINAL TERRESTRE DISTRITO JACOBO HUNTER PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-1;PROVINCIAL;DISTRITAL;0
26467;240101;TUMBES;TUMBES;TUMBES;-3.5564921;-80.4270885;"CONSULTORIO MEDICO ""SEAëOR DE LUREN""";CALLE ELIAS AGUIRRE MANZANA 02 LOTE 21 URBANIZACION ANDRES ARAUJO MORAN DISTRITO TUMBES PROVINCIA TUMBES DEPARTAMENTO TUMBES;I-2;DISTRITAL;PROVINCIAL;0
24947;50411;AYACUCHO;HUANTA;PUCACOLPA;-12.4207615;-74.46174658;PUESTO DE SALUD CHACHASPATA;CARRETERA CENTRO POBLADO CHACHASPATA NUMERO S/N DISTRITO PUCACOLPA PROVINCIA HUANTA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;DISTRITAL;0
27087;150122;LIMA;LIMA;MIRAFLORES;-12.1192713;-77.0275408;Consultorio MA©dico Pichincha Ricardo Palma;AVENIDA RICARDO PALMA NUMERO 278 DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA;I-2;PROVINCIAL;DISTRITAL;0
26641;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;-8.1160962;-79.0239778;MEDICENTRO TRUJILLO;CALLE LLOQUE YUPANQUI NUMERO 273 URBANIZACION SANTA MARIA DISTRITO TRUJILLO PROVINCIA TRUJILLO DEPARTAMENTO LA LIBERTAD;I-3;DISTRITAL;PROVINCIAL;0
6191;150101;LIMA;LIMA;LIMA;-12.0428657;-77.0387974;CENTRO DE SALUD SAN SEBASTIAN;JR. ICA 774-778 JR. ICA 774-778 LIMA LIMA LIMA;I-3;DISTRITAL;PROVINCIAL;0
25189;160101;LORETO;MAYNAS;IQUITOS;-3.7436735;-73.2516326;CONSULTORIO DENTAL PRIVADO;CALLE BRASIL 380 NUMERO 380 DISTRITO IQUITOS PROVINCIA MAYNAS DEPARTAMENTO LORETO;I-1;DISTRITAL;PROVINCIAL;0
25298;150111;LIMA;LIMA;EL AGUSTINO;-12.04963313;-77.00117861;CONSULTORIO PSICOLOGICO BIENESTAR INTEGRAL;HOYLE PALACIOS NUMERO 120 PISO 3 URBANIZACION AAHH VI ZONA EL AGUSTINO DISTRITO EL AGUSTINO PROVINCIA LIMA DEPARTAMENTO LIMA;I-1;PROVINCIAL;DISTRITAL;0
11379;160101;LORETO;MAYNAS;IQUITOS;-3.74801615;-73.25165154;CENTRO MEDICO 18 DE OCTUBRE S.C.R.L.;OTROS RAMON CASTILLA N¬∞. 341 DISTRITO IQUITOS PROVINCIA MAYNAS DEPARTAMENTO LORETO;I-3;DISTRITAL;PROVINCIAL;0
26133;60801;CAJAMARCA;JAEN;JAEN;-5.7113804;-78.808129;CONSULTORIO DENTAL HUANCAYO;CALLE AYACUCHO NUMERO 105 DISTRITO JAEN PROVINCIA JAEN DEPARTAMENTO CAJAMARCA;I-2;PROVINCIAL;PROVINCIAL;0
23853;150130;LIMA;LIMA;SAN BORJA;-12.1117524;-77.0028895;DETECTA CONSULTORIOS;AVENIDA ANGAMOS ESTE NUMERO CUADRA 27 PISO 1 MANZANA F-12 LOTE 72 URBANIZACION PAPA JUAN XXIII DISTRITO SAN BORJA PROVINCIA LIMA DEPARTAMENTO LIMA;I-2;PROVINCIAL;DISTRITAL;1
26636;150131;LIMA;LIMA;SAN ISIDRO;-12.0971119;-77.0200575;CONSULTORIO MAâDICO DINERS CLUB;AVENIDA ENRIQUE CANAVAL MOREYRA NUMERO 535 DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA;I-2;PROVINCIAL;DISTRITAL;0
28064;230101;TACNA;TACNA;TACNA;-18.02023475;-70.24483641;CONSULTORIO ODONTOLOGICO DENTIMED;AVENIDA Billinghurts NUMERO 565 PISO 2 DISTRITO TACNA PROVINCIA TACNA DEPARTAMENTO TACNA;I-1;DISTRITAL;PROVINCIAL;0
26885;100101;HUANUCO;HUANUCO;HUANUCO;-9.9298454;-76.2432653;Clinica Dental Arident;Crespo Castillo NUMERO 784 DISTRITO HUANUCO PROVINCIA HUANUCO DEPARTAMENTO HUANUCO;I-1;DISTRITAL;PROVINCIAL;1
30086;150128;LIMA;LIMA;RIMAC;-12.0209614;-77.02974809;POLICLINICO EL SOL DE RIMAC;CALLE CARLOS VALDERRAMA NUMERO 126 A URBANIZACION EL BOSQUE DISTRITO RIMAC PROVINCIA LIMA DEPARTAMENTO LIMA;I-3;PROVINCIAL;DISTRITAL;0
26593;211101;PUNO;SAN ROMAN;JULIACA;-15.4996879;-70.129653;POLICLINICO HOLY ROSE JR;AVENIDA HUANCANE NUMERO 1295 DISTRITO SAN MIGUEL PROVINCIA SAN ROMAN DEPARTAMENTO PUNO;I-3;DISTRITAL;PROVINCIAL;0
28273;150103;LIMA;LIMA;ATE;-12.01605202;-76.82106028;SUMAQ WARMI - CENTRO MATERNO;AVENIDA JOSE CARLOS MARIATEGUI    ZONA F    LOTE 5  Pueblo Joven Proyecto Especial HUAYCAN DISTRITO ATE PROVINCIA LIMA DEPARTAMENTO LIMA;I-1;PROVINCIAL;DISTRITAL;0
26390;160101;LORETO;MAYNAS;IQUITOS;-3.75407781;-73.25184717;Consultorio OdontolA≥gico Dental Bernaola;CALLE BermA∫dez NUMERO 667 DISTRITO IQUITOS PROVINCIA MAYNAS DEPARTAMENTO LORETO;I-2;DISTRITAL;PROVINCIAL;0
28287;40112;AREQUIPA;AREQUIPA;PAUCARPATA;-16.42060807;-71.50665463;POLICLINICO HERMANOS CARRANZA;URBANIZACION CESAR VALLEJO MANZANA D LOTE 16 URBANIZACION CESAR VALLEJO DISTRITO PAUCARPATA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-3;PROVINCIAL;DISTRITAL;0
1300;40102;AREQUIPA;AREQUIPA;ALTO SELVA ALEGRE;-16.37219268;-71.50965501;CENTRO DE SALUD APURIMAC;CALLE CALLE HUARAZ S/N ESQUINA CON CALLE 22 DE FEBRERO PPJJ APURIMAC NUMERO S/N DISTRITO ALTO SELVA ALEGRE PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-3;PROVINCIAL;DISTRITAL;0
28761;150140;LIMA;LIMA;SANTIAGO DE SURCO;-12.145909;-76.9854589;CONSULTORIO MEDICO;AVENIDA CAMINOS DEL INCA OFC 1 MZ P4LT 4 URB PROLG BENAVIDES DISTRITO SANTIAGO DE SURCO PROVINCIA LIMA DEPARTAMENTO LIMA;I-2;PROVINCIAL;DISTRITAL;0
28623;100101;HUANUCO;HUANUCO;HUANUCO;-9.9298454;-76.2432653;CENTRO MEDICO ESPECIALIZADO EL SAMARITANO S.R.L;HERMILIO VALDIZAN 644 2 Al costado del Ministerio de Transporte. HUANUCO HUANUCO HUANUCO;I-3;DISTRITAL;PROVINCIAL;1
3563;50105;AYACUCHO;HUAMANGA;CHIARA;-13.39119733;-74.26597512;PUESTO DE SALUD ALLPACHACA;OTROS COMUNIDAD ALLPACHACA DISTRITO CHIARA PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;DISTRITAL;0
17194;150135;LIMA;LIMA;SAN MARTIN DE PORRES;-11.95949545;-77.09689703;POLICLINICO TANTAMAYO;AVENIDA AV. TANTAMAYO MZ. A LOTE 2-3, PROGRAMA DE VIVIENDA VISTA HERMOSA, I ETAPA DISTRITO SAN MARTIN DE PORRES PROVINCIA LIMA DEPARTAMENTO LIMA;I-3;PROVINCIAL;DISTRITAL;0
16301;220101;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;-6.0324623;-76.9657486;CENTRO MEDICO SALDAAëA;JR. LIBERTAD N¬∞ 639 DISTRITO MOYOBAMBA PROVINCIA MOYOBAMBA DEPARTAMENTO SAN MARTIN;I-4;DISTRITAL;PROVINCIAL;0
18636;150111;LIMA;LIMA;EL AGUSTINO;-12.0479963;-77.0006529;CONSULTORIO ODONTOLOGICO RUVA;CALLE CALLE LOS COCOS 246 COOPERATIVA TAYACAJA DISTRITO EL AGUSTINO PROVINCIA LIMA DEPARTAMENTO LIMA;I-1;PROVINCIAL;DISTRITAL;0
17310;220901;SAN MARTIN;SAN MARTIN;TARAPOTO;-6.474801;-76.3717328;CENTRO DE ESTETICA ORAL;JR. EL EJERCITO N∫ 231 DISTRITO TARAPOTO PROVINCIA SAN MARTIN DEPARTAMENTO SAN MARTIN;I-3;DISTRITAL;PROVINCIAL;0
14733;70103;CALLAO;CALLAO;CARMEN DE LA LEGUA REYNOSO;-12.0430326;-77.0982461;POLICLINICO YOGO SAC;AVENIDA AV. JOSE SANTOS CHOCANO N∫ 100 DISTRITO CARMEN DE LA LEGUA-REYNOSO PROVINCIA CALLAO DEPARTAMENTO CALLAO;I-3;PROVINCIAL;DISTRITAL;0
24121;150113;LIMA;LIMA;JESUS MARIA;-12.079411;-77.0571084;CONSULTORIO PERUANO CUBANO;AVENIDA BRASIL NUMERO 2021 PISO 1 DISTRITO JESUS MARIA PROVINCIA LIMA DEPARTAMENTO LIMA;I-2;PROVINCIAL;DISTRITAL;2
21452;150117;LIMA;LIMA;LOS OLIVOS;-11.9376054;-77.072577;CONSULTORIO GINECO OBSTETRICO LOAYZA;AVENIDA AV LOS PROCERES 7885, OF. 2 SEGUNDO PISO DISTRITO LOS OLIVOS PROVINCIA LIMA DEPARTAMENTO LIMA;I-2;PROVINCIAL;DISTRITAL;5
29251;230101;TACNA;TACNA;TACNA;-18.00982039;-70.24391708;CENTRO DE ESPECIALIDADES ODONTOLOGICAS;AVENIDA Bolognesi NUMERO 1050 PISO 1 DISTRITO TACNA PROVINCIA TACNA DEPARTAMENTO TACNA;I-1;DISTRITAL;PROVINCIAL;0
24864;150105;LIMA;LIMA;BRE—A;-12.06602063;-77.04657666;CENTRO MEDICO DEL NIAëO;AVENIDA BRASIL NUMERO 680 DISTRITO BREAëA PROVINCIA LIMA DEPARTAMENTO LIMA;I-2;PROVINCIAL;DISTRITAL;2
13245;150113;LIMA;LIMA;JESUS MARIA;-12.077104;-77.0487069;CENTRO ODONTOLOGICO AMERICANO - JESUS MARAçA;JR. HUIRACOCHA N∫ 1486 DISTRITO JESUS MARIA PROVINCIA LIMA DEPARTAMENTO LIMA;I-1;PROVINCIAL;DISTRITAL;0
6097;150123;LIMA;LIMA;PACHACAMAC;-12.1874984;-76.867652;PUESTO DE SALUD PICAPIEDRA;AVENIDA AV REAL MZ J LT 8 CENTRO POBLADO RURAL PICAPIEDRA-PACHACAMAC AV REAL MZ J LT 8 CENTRO POBLADO RURAL PICAPIEDRA-PACHACAMAC PACHACAMAC LIMA LIMA;I-2;PROVINCIAL;DISTRITAL;0
29688;100101;HUANUCO;HUANUCO;HUANUCO;-9.92687512;-76.24066261;CONSULTORIO ODONTOLOGICO NOVA DENT;CRESPO CASTILLO NUMERO 451 PISO 1 DISTRITO HUANUCO PROVINCIA HUANUCO DEPARTAMENTO HUANUCO;I-1;DISTRITAL;PROVINCIAL;0
8895;150110;LIMA;LIMA;COMAS;-11.93095901;-77.05383477;CONSULTORIOS MEDICOS ESPECIALIZADOS SAN AGUSTIN;AVENIDA AV. UNIVERSITARIA NORTE 7930-7932 DISTRITO COMAS PROVINCIA LIMA DEPARTAMENTO LIMA;I-2;PROVINCIAL;DISTRITAL;0
18777;120101;JUNIN;HUANCAYO;HUANCAYO;-12.07348545;-75.22094329;CLINICA SANTA CRUZ;AVENIDA AV. DANIEL ALCIDES CARRION N∫ 1545 DISTRITO HUANCAYO PROVINCIA HUANCAYO DEPARTAMENTO JUNIN;I-3;DISTRITAL;PROVINCIAL;0
27681;170101;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;-12.59401611;-69.18057326;CONSULTORIO ODONTOLOGAçA SONRAçE SALUD;AVENIDA DOS DE MAYO NUMERO 554 DISTRITO TAMBOPATA PROVINCIA TAMBOPATA DEPARTAMENTO MADRE DE DIOS;I-1;DISTRITAL;PROVINCIAL;0
27308;230101;TACNA;TACNA;TACNA;-18.01323821;-70.24783783;CONSULTORIO MEDICO PEDIATRICO;AVENIDA BOLOGENSI NUMERO 611 INTERIOR 203 DISTRITO TACNA PROVINCIA TACNA DEPARTAMENTO TACNA;I-2;DISTRITAL;PROVINCIAL;0
29891;150135;LIMA;LIMA;SAN MARTIN DE PORRES;-12.02826737;-77.06610687;CONSULTORIO OBSTAâTRICO MAMINOVA;JOSE GAÅLVEZ 100 2 VALDIVIEZO COLEGIO FE Y ALEGRIA #1 SAN MARTIN DE PORRES LIMA LIMA;I-1;PROVINCIAL;DISTRITAL;0
26323;200101;PIURA;PIURA;PIURA;-5.1782884;-80.6548882;CONSULTORIO NEUROPEDIATRICO;tambogrande MANZANA t LOTE 1 URBANIZACION monterrico DISTRITO PIURA PROVINCIA PIURA DEPARTAMENTO PIURA;I-2;DISTRITAL;PROVINCIAL;0
26042;160101;LORETO;MAYNAS;IQUITOS;-3.7492387;-73.2424638;CENTRO MEDICO  OBSTETRICO MARIA FE S.A.C.;CALLE CORNEJO PORTUGAL NUMERO 1818 DISTRITO IQUITOS PROVINCIA MAYNAS DEPARTAMENTO LORETO;I-3;DISTRITAL;PROVINCIAL;0
26292;160112;LORETO;MAYNAS;BELEN;-3.7589772;-73.25139986;CENTRO MEDICO POPULAR;CALLE ELIAS AGUIRRE NUMERO 1272 DISTRITO IQUITOS PROVINCIA MAYNAS DEPARTAMENTO LORETO;I-2;PROVINCIAL;DISTRITAL;0
27271;40101;AREQUIPA;AREQUIPA;AREQUIPA;-16.41655001;-71.53349206;CONSULTORIO MEDICO HERENCIA;CALLE JOSE GOMEZ NUMERO 5 PISO 1 MANZANA C LOTE 2 URBANIZACI? PABLO VI DISTRITO AREQUIPA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-2;PROVINCIAL;PROVINCIAL;0
28854;100101;HUANUCO;HUANUCO;HUANUCO;-9.9269025;-76.24125145;CENTRO ESPECIALIZADO MUJER HUANUCO;HUALLAYCO NUMERO 1160 PISO 1 DISTRITO HUANUCO PROVINCIA HUANUCO DEPARTAMENTO HUANUCO;I-2;DISTRITAL;PROVINCIAL;0
29016;150101;LIMA;LIMA;LIMA;-12.0523095;-77.0771649;CONSULTORIO DENTAL SANDOVAL;CALLE CALLE TENIENTE ARISTIDES DEL CARPIO MUAëOZ NUMERO 1350 INTERIOR 102 MANZANA Z LOTE 6 URBANIZACION LOS CIPRESES DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA;I-1;DISTRITAL;PROVINCIAL;0
6752;50408;AYACUCHO;HUANTA;LLOCHEGUA;-12.41505833;-74.00073667;PUESTO DE SALUD GLORIA SOL NACIENTE;CALLE CALLE PRINCIPAL GLORIA SOL NACIENTE DISTRITO LLOCHEGUA PROVINCIA HUANTA DEPARTAMENTO AYACUCHO;I-2;PROVINCIAL;DISTRITAL;0
